Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_night_due_to_physical_violence,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_sexual_harrasment,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_sexual_harrasment,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_sexual_harrasment,0.17,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, which risks?",water_security_risks_yes,water_security_risks_yes/unsafe_during_night_due_to_sexual_harrasment,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/the_medium_isnt_accessible,1,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/the_medium_isnt_accessible,0.2,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/the_medium_isnt_accessible,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/the_medium_isnt_accessible,0,0,refugee,i.hh_age,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_spoke_to_me_about_hs,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_spoke_to_me_about_hs,0.4,2,refugee,i.hh_age,age_25_39,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_spoke_to_me_about_hs,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_spoke_to_me_about_hs,0,0,refugee,i.hh_age,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_in_my_hh_or_community_aware,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_in_my_hh_or_community_aware,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_in_my_hh_or_community_aware,1,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/no_one_in_my_hh_or_community_aware,0,0,refugee,i.hh_age,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_feel_able_to_ask,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_feel_able_to_ask,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_feel_able_to_ask,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_feel_able_to_ask,0,0,refugee,i.hh_age,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_know_who_to_ask,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_know_who_to_ask,0.4,2,refugee,i.hh_age,age_25_39,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_know_who_to_ask,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/idont_know_who_to_ask,0,0,refugee,i.hh_age,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/prefer_not_ro_say,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/prefer_not_ro_say,0.2,1,refugee,i.hh_age,age_25_39,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/prefer_not_ro_say,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/prefer_not_ro_say,1,2,refugee,i.hh_age,,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/other,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/other,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/other,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If no, why not?",water_services_info_no,water_services_info_no/other,0,0,refugee,i.hh_age,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/written_materials,0.2,1,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/written_materials,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/written_materials,0.07,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/written_materials,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/written_materials,0,0,refugee,i.hh_age,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/word_of_mouth_in_community,0.8,4,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/word_of_mouth_in_community,0.85,23,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/word_of_mouth_in_community,0.86,12,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/word_of_mouth_in_community,1,1,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/word_of_mouth_in_community,1,3,refugee,i.hh_age,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_promotion_worker,0.4,2,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_promotion_worker,0.3,8,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_promotion_worker,0.07,1,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_promotion_worker,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_promotion_worker,0,0,refugee,i.hh_age,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/local_government,0.4,2,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/local_government,0.33,9,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/local_government,0.43,6,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/local_government,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/local_government,0,0,refugee,i.hh_age,,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_facility,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_facility,0,0,refugee,i.hh_age,age_25_39,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_facility,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_facility,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
"If yes, how were you made aware of this information?",water_services_info_yes,water_services_info_yes/health_facility,0,0,refugee,i.hh_age,,select_multiple,Household
